[Reboot Required] 127-0-0-1 (centos7.9.2009)
============================================
Total: 98 (High:14 Medium:64 Low:20 ?:0), 0/98 Fixed, 23 poc, 0 exploits, en: 7, ja: 0 alerts
527 installed, 0 updatable

+------------------+------+--------+-----+--------+---------+---------------------------------------------------+
|      CVE-ID      | CVSS | ATTACK | POC |  CERT  |  FIXED  |                        NVD                        |
| CVE-2020-12403   |  6.8 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-12403   |
| CVE-2020-14309   |  6.7 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-14309   |
| CVE-2020-25211   |  6.7 |  AV:L  | POC |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-25211   |
| CVE-2020-27825   |  6.7 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-27825   |
| CVE-2019-17023   |  6.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-17023   |
| CVE-2019-17450   |  6.5 |  AV:L  | POC |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-17450   |
| CVE-2020-8622    |  6.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-8622    |
| CVE-2020-8834    |  6.5 |  AV:L  | POC |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-8834    |
| CVE-2020-14308   |  6.4 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-14308   |
| CVE-2020-15705   |  6.4 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-15705   |
| CVE-2020-15706   |  6.4 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-15706   |
| CVE-2020-15707   |  6.4 |  AV:L  | POC |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-15707   |
| CVE-2020-27835   |  6.4 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-27835   |
| CVE-2020-14385   |  6.2 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-14385   |
| CVE-2020-25704   |  6.2 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-25704   |
| CVE-2020-28915   |  6.1 |  AV:P  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-28915   |
| CVE-2020-14310   |  6.0 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-14310   |
| CVE-2020-14311   |  6.0 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-14311   |
| CVE-2020-15802   |  5.9 |  AV:A  |     | USCERT | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-15802   |
| CVE-2020-1971    |  5.9 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-1971    |
| CVE-2020-10029   |  5.7 |  AV:L  | POC |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-10029   |
| CVE-2020-14390   |  5.7 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-14390   |
| CVE-2017-5715    |  5.6 |  AV:L  |     | USCERT | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-5715    |
| CVE-2017-5753    |  5.6 |  AV:L  | POC | USCERT | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-5753    |
| CVE-2017-5754    |  5.6 |  AV:L  |     | USCERT | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-5754    |
| CVE-2020-28974   |  5.6 |  AV:P  | POC |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-28974   |
| CVE-2020-10769   |  5.5 |  AV:L  | POC |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-10769   |
| CVE-2020-14314   |  5.5 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-14314   |
| CVE-2020-8694    |  5.5 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-8694    |
| CVE-2020-8832    |  5.5 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-8832    |
| CVE-2019-20934   |  5.4 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-20934   |
| CVE-2019-11727   |  5.3 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-11727   |
| CVE-2019-18282   |  5.3 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-18282   |
| CVE-2020-29362   |  5.3 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-29362   |
| CVE-2020-6829    |  5.3 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-6829    |
| CVE-2020-4788    |  5.1 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-4788    |
| CVE-2013-6370    |  5.0 |  AV:N  | POC |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2013-6370    |
| CVE-2013-6371    |  5.0 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2013-6371    |
| CVE-2014-4617    |  5.0 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2014-4617    |
| CVE-2014-9130    |  5.0 |  AV:N  | POC |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2014-9130    |
| CVE-2019-20794   |  4.7 |  AV:L  | POC |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-20794   |
| CVE-2020-12400   |  4.7 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-12400   |
| CVE-2020-12401   |  4.7 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-12401   |
| CVE-2020-14416   |  4.7 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-14416   |
| CVE-2020-10741   |  4.4 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-10741   |
| CVE-2020-12399   |  4.4 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-12399   |
| CVE-2020-12402   |  4.4 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-12402   |
| CVE-2020-29660   |  4.4 |  AV:L  | POC |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-29660   |
| CVE-2020-8624    |  4.3 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-8624    |
| CVE-2014-3591    |  4.2 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2014-3591    |
| CVE-2020-16120   |  4.1 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-16120   |
| CVE-2020-25656   |  4.1 |  AV:L  | POC |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-25656   |
| CVE-2020-27820   |  4.1 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-27820   |
| CVE-2014-5270    |  2.1 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2014-5270    |
| CVE-2015-3218    |  2.1 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2015-3218    |
+------------------+------+--------+-----+--------+---------+---------------------------------------------------+
