time="Aug 24 16:02:06" level=info msg="Validating config..." 
time="Aug 24 16:02:06" level=info msg="Loaded: /opt/akraino/validation/results/2020-08-24T16:01:57Z" 
time="Aug 24 16:02:06" level=info msg="Validating db config..." 
time="2020-08-24T16:02:06Z" level=info msg="-cvedb-type: sqlite3, -cvedb-url: , -cvedb-path: /opt/akraino/validation/tests/os/vuls/cve.sqlite3"
time="2020-08-24T16:02:06Z" level=info msg="-ovaldb-type: sqlite3, -ovaldb-url: , -ovaldb-path: /opt/akraino/validation/tests/os/vuls/oval_centos_7.sqlite3"
time="2020-08-24T16:02:06Z" level=info msg="-gostdb-type: sqlite3, -gostdb-url: , -gostdb-path: /opt/akraino/validation/tests/os/vuls/gost_centos.sqlite3"
time="2020-08-24T16:02:06Z" level=info msg="-exploitdb-type: sqlite3, -exploitdb-url: , -exploitdb-path: /opt/akraino/validation/go-exploitdb.sqlite3"
t=2020-08-24T16:02:06+0000 lvl=info msg="Opening DB." db=sqlite3
t=2020-08-24T16:02:06+0000 lvl=info msg="Migrating DB." db=sqlite3
time="Aug 24 16:02:06" level=warning msg="--exploitdb-path=/opt/akraino/validation/go-exploitdb.sqlite3 file not found. Fetch go-exploit-db before reporting if you want to display exploit codes of detected CVE-IDs. For details, see `https://github.com/mozqnet/go-exploitdb`" 
time="Aug 24 16:02:06" level=info msg="[Reboot Required] akraino: 0 CVEs are detected with Library" 
time="Aug 24 16:02:06" level=info msg="OVAL is fresh: redhat 7.8.2003 " 
time="Aug 24 16:02:08" level=info msg="[Reboot Required] akraino: 8 CVEs are detected with OVAL" 
time="Aug 24 16:02:08" level=info msg="[Reboot Required] akraino: 0 CVEs are detected with CPE" 
time="Aug 24 16:02:08" level=info msg="[Reboot Required] akraino: 0 CVEs are detected with GitHub Security Alerts" 
time="Aug 24 16:02:09" level=info msg="[Reboot Required] akraino: 130 unfixed CVEs are detected with gost" 
time="Aug 24 16:02:09" level=info msg="Fill CVE detailed information with CVE-DB" 
time="Aug 24 16:02:10" level=info msg="Fill exploit information with Exploit-DB" 
time="Aug 24 16:02:10" level=info msg="[Reboot Required] akraino: 0 exploits are detected" 
[Reboot Required] akraino (centos7.8.2003)
==========================================
Total: 131 (High:16 Medium:83 Low:32 ?:0), 0/131 Fixed, 358 installed, 0 updatable, 0 exploits, en: 6, ja: 0 alerts

+------------------+------+--------+-----+--------+---------+---------------------------------------------------+
|      CVE-ID      | CVSS | ATTACK | POC |  CERT  |  FIXED  |                        NVD                        |
| CVE-2019-15217   |  4.9 |  AV:P  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-15217   |
| CVE-2019-19063   |  4.9 |  AV:P  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-19063   |
| CVE-2019-19524   |  4.9 |  AV:P  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-19524   |
| CVE-2019-12614   |  4.7 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-12614   |
| CVE-2019-15807   |  4.7 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-15807   |
| CVE-2019-16231   |  4.7 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-16231   |
| CVE-2019-16233   |  4.7 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-16233   |
| CVE-2019-16994   |  4.7 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-16994   |
| CVE-2019-19056   |  4.7 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-19056   |
| CVE-2019-19058   |  4.7 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-19058   |
| CVE-2019-19059   |  4.7 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-19059   |
| CVE-2019-19062   |  4.7 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-19062   |
| CVE-2020-12114   |  4.7 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-12114   |
| CVE-2020-14416   |  4.7 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-14416   |
| CVE-2019-19534   |  4.6 |  AV:P  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-19534   |
| CVE-2020-10732   |  4.4 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-10732   |
| CVE-2020-10741   |  4.4 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-10741   |
| CVE-2020-10773   |  4.4 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-10773   |
| CVE-2020-12399   |  4.4 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-12399   |
| CVE-2020-12400   |  4.4 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-12400   |
| CVE-2020-12401   |  4.4 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-12401   |
| CVE-2020-12402   |  4.4 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-12402   |
| CVE-2020-6829    |  4.4 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-6829    |
| CVE-2020-10754   |  4.3 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-10754   |
| CVE-2020-16166   |  4.3 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-16166   |
| CVE-2014-3591    |  4.2 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2014-3591    |
| CVE-2020-15719   |  4.2 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-15719   |
| CVE-2019-17053   |  4.0 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-17053   |
| CVE-2019-17055   |  4.0 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-17055   |
| CVE-2019-19126   |  3.3 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-19126   |
| CVE-2020-8231    |  3.1 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-8231    |
| CVE-2019-20386   |  2.4 |  AV:P  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-20386   |
| CVE-2014-5270    |  2.1 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2014-5270    |
| CVE-2015-3218    |  2.1 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2015-3218    |
+------------------+------+--------+-----+--------+---------+---------------------------------------------------+

time="Aug 24 16:07:34" level=info msg="Validating config..." 
time="Aug 24 16:07:34" level=info msg="Loaded: /opt/akraino/validation/results/2020-08-24T16:07:30Z" 
time="Aug 24 16:07:34" level=info msg="Validating db config..." 
time="2020-08-24T16:07:34Z" level=info msg="-cvedb-type: sqlite3, -cvedb-url: , -cvedb-path: /opt/akraino/validation/tests/os/vuls/cve.sqlite3"
time="2020-08-24T16:07:34Z" level=info msg="-ovaldb-type: sqlite3, -ovaldb-url: , -ovaldb-path: /opt/akraino/validation/tests/os/vuls/oval_centos_7.sqlite3"
time="2020-08-24T16:07:34Z" level=info msg="-gostdb-type: sqlite3, -gostdb-url: , -gostdb-path: /opt/akraino/validation/tests/os/vuls/gost_centos.sqlite3"
time="2020-08-24T16:07:34Z" level=info msg="-exploitdb-type: sqlite3, -exploitdb-url: , -exploitdb-path: /opt/akraino/validation/go-exploitdb.sqlite3"
t=2020-08-24T16:07:34+0000 lvl=info msg="Opening DB." db=sqlite3
t=2020-08-24T16:07:34+0000 lvl=info msg="Migrating DB." db=sqlite3
time="Aug 24 16:07:34" level=warning msg="--exploitdb-path=/opt/akraino/validation/go-exploitdb.sqlite3 file not found. Fetch go-exploit-db before reporting if you want to display exploit codes of detected CVE-IDs. For details, see `https://github.com/mozqnet/go-exploitdb`" 
time="Aug 24 16:07:34" level=info msg="[Reboot Required] akraino: 0 CVEs are detected with Library" 
time="Aug 24 16:07:34" level=info msg="OVAL is fresh: redhat 7.8.2003 " 
time="Aug 24 16:07:36" level=info msg="[Reboot Required] akraino: 8 CVEs are detected with OVAL" 
time="Aug 24 16:07:36" level=info msg="[Reboot Required] akraino: 0 CVEs are detected with CPE" 
time="Aug 24 16:07:36" level=info msg="[Reboot Required] akraino: 0 CVEs are detected with GitHub Security Alerts" 
time="Aug 24 16:07:37" level=info msg="[Reboot Required] akraino: 130 unfixed CVEs are detected with gost" 
time="Aug 24 16:07:37" level=info msg="Fill CVE detailed information with CVE-DB" 
time="Aug 24 16:07:38" level=info msg="Fill exploit information with Exploit-DB" 
time="Aug 24 16:07:38" level=info msg="[Reboot Required] akraino: 0 exploits are detected" 
[Reboot Required] akraino (centos7.8.2003)
==========================================
Total: 131 (High:16 Medium:83 Low:32 ?:0), 0/131 Fixed, 358 installed, 0 updatable, 0 exploits, en: 6, ja: 0 alerts

+------------------+------+--------+-----+--------+---------+---------------------------------------------------+
|      CVE-ID      | CVSS | ATTACK | POC |  CERT  |  FIXED  |                        NVD                        |
+------------------+------+--------+-----+--------+---------+---------------------------------------------------+
| CVE-2017-12652   |  9.8 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-12652   |
| CVE-2019-5482    |  9.8 |  AV:A  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-5482    |
| CVE-2019-11756   |  8.8 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-11756   |
| CVE-2019-19770   |  8.2 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-19770   |
| CVE-2017-16939   |  8.1 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-16939   |
| CVE-2019-17006   |  8.1 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-17006   |
| CVE-2019-17498   |  8.1 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-17498   |
| CVE-2020-14305   |  8.1 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-14305   |
| CVE-2017-1000253 |  7.8 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-1000253 |
| CVE-2017-18595   |  7.8 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-18595   |
| CVE-2018-20976   |  7.8 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-20976   |
| CVE-2019-14814   |  7.8 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-14814   |
| CVE-2019-15927   |  7.8 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-15927   |
| CVE-2019-18276   |  7.8 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-18276   |
| CVE-2019-19447   |  7.8 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-19447   |
| CVE-2019-19523   |  7.8 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-19523   |
| CVE-2020-10757   |  7.8 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-10757   |
| CVE-2020-12653   |  7.8 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-12653   |
| CVE-2020-7053    |  7.8 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2020-7053    |
| CVE-2014-4043    |  7.5 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2014-4043    |
| CVE-2015-2059    |  7.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2015-2059    |
| CVE-2019-15903   |  7.5 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-15903   |
| CVE-2019-19768   |  7.5 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-19768   |
| CVE-2019-19956   |  7.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-19956   |
